,Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,LtdHeight,AllZoning1,AllZoning2,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,BuiltCode,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,Version
15,MN,5,10,101,9,1017,2,1,10004,L015,1,7700,1,1,,115 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,,4 NYP VENTURES LLC,54023,1016406,1016406,0,1016406,0,0,0,0,0,2,1,22,0,1,167.08,297.33,147.83,275.75,,0,Y,5,2,20880000,70481250,0,0,1969,,0,0,,,18.81,10,15,15,1,1000050010,0,9,981277,195317,12b,,101S002,10101,,0,,1,16v1
16,MN,5,7501,101,9,1017,2,1,10004,L015,1,7700,,1,,125 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,RB,5,0,,125 BROAD CONDOMINIUM,54023,1024229,1024229,0,1024229,0,0,0,0,0,2,1,40,0,7,197.87,296.45,0,0,,3,Y,3,5,30960001,132220800,2558534,10926726,1970,,0,0,,,18.96,10,15,15,1,1000057501,898,9,981309,195131,12b,,101S002,10101,,1000050001,5/16/95,1,16v1
17,MN,6,1,101,9,1017,2,1,10004,L015,1,7700,1,1,,24 SOUTH STREET,PARK,,,,,,,,,PARK,,N,Q9,9,1,C,CITY OF NEW YORK,35166,0,0,0,0,0,0,0,0,0,7,0,0,0,0,234.67,349.33,0,0,,0,Y,5,5,25910100,25910100,25910100,25910100,0,,0,0,,,0,0,0,0,1,1000060001,0,9,981505,195256,12b,,101S002,10101,,0,,1,16v1
18,MN,7,27,101,9,1016,2,1,10004,L015,1,7700,1,1,,30 WATER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K2,5,0,,PH WATER STREET LLC,1019,3632,3632,0,0,3632,0,0,0,0,2,1,4.5,0,2,18.92,52.83,19,53,,3,Y,5,2,229500,711450,0,0,1900,E,0,0,Fraunces Tavern Block Historic District,,3.56,10,15,15,1,1000070027,0,9,981194,195504,12b,,101S002,10101,,0,,1,16v1
19,MN,7,28,101,9,1016,2,1,10004,L015,1,7700,1,1,,28 WATER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K4,4,0,P,MAYIM MGMT LLC,769,4104,4104,0,1026,3078,0,0,0,0,2,1,4.5,0,3,19,53.92,19,54,,3,Y,5,2,247500,327600,0,0,1920,E,0,0,Fraunces Tavern Block Historic District,,5.34,10,15,15,1,1000070028,0,9,981178,195493,12b,,101S002,10101,,0,,1,16v1
20,MN,7,29,101,9,1016,2,1,10004,L015,1,7700,1,1,,26 WATER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,P7,8,0,,SONS OF THE REVOLUTIO,833,4800,4800,0,0,1600,0,800,0,2400,2,1,5,0,2,19,41,19,39,,3,Y,5,2,132750,413550,79650,248130,1900,E,0,0,Fraunces Tavern Block Historic District,,5.76,10,15,15,1,1000070029,0,9,981160,195488,12b,,101S002,10101,,0,,1,16v1
21,MN,7,30,101,9,1016,2,1,10004,L015,1,7700,1,1,,24 WATER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,P7,8,0,,SONS OF THE REVOLUTIO,1057,6045,6045,0,0,2016,0,858,0,3171,2,1,5,0,2,27.92,35.75,28,36,,3,Y,5,2,179550,660150,107730,396090,1900,E,0,0,Fraunces Tavern Block Historic District,,5.72,10,15,15,1,1000070030,0,9,981137,195473,12b,,101S002,10101,,0,,1,16v1
22,MN,7,31,101,9,1016,2,1,10004,L015,1,7700,1,1,,105 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K4,4,0,P,FASHION MANAGEMENT CO,1512,7475,4485,2990,1495,2990,0,0,0,0,2,1,5,0,7,36.17,46.67,36,44,,3,Y,3,2,540000,943650,0,0,1935,E,0,0,Fraunces Tavern Block Historic District,,4.94,10,15,15,1,1000070031,0,9,981102,195461,12b,,101S002,10101,,0,,1,16v1
23,MN,7,33,101,9,1016,2,1,10004,L015,1,7700,1,1,,101 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,P7,8,0,,SONS OF THE REVOLUTIO,2180,6120,6120,0,0,2180,0,0,0,3940,2,1,3,0,3,34.92,69.75,34,69,,3,Y,5,2,450000,897300,292500,583248,1900,E,0,0,Fraunces Tavern Block Historic District,,2.81,10,15,15,1,1000070033,0,9,981110,195505,12b,,101S002,10101,,0,,1,16v1
24,MN,7,35,101,9,1016,2,1,10004,L015,1,7700,1,1,1B,99 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,P7,8,0,,SONS OF THE REVOLUTIO,2275,8119,8119,0,0,2351,0,0,0,5768,2,1,4,0,3,42.17,55.25,41,63,,3,Y,3,2,450000,914400,360000,731520,1900,E,0,0,Fraunces Tavern Block Historic District,FRAUNCES TAVERN,3.57,10,15,15,1,1000070035,0,9,981103,195543,12b,,101S002,10101,,0,,1,16v1
25,MN,7,37,101,9,1016,2,1,10004,L015,1,7700,1,1,1B,58 PEARL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,P7,8,0,,SONS OF THE REVOLUTIO,1885,9240,9240,0,0,3770,0,0,0,5470,2,1,5.5,0,2,29,66.92,29,66,,3,Y,5,2,370800,927900,241020,603135,1900,E,0,0,Fraunces Tavern Block Historic District,,4.9,10,15,15,1,1000070037,0,9,981149,195544,12b,,101S002,10101,,0,,1,16v1
26,MN,7,38,101,9,1016,2,1,10004,L015,1,7700,1,1,1B,60 PEARL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,S9,4,0,P,PEARL 60 LLC,1491,7485,3012,4473,1491,1521,0,0,0,0,2,1,5,3,5,28.42,54.17,28,48,,3,Y,5,5,88595,535090,0,0,1900,E,0,0,Fraunces Tavern Block Historic District,,5.02,10,15,15,1,1000070038,0,9,981176,195559,12b,,101S002,10101,,0,,1,16v1
27,MN,7,7501,101,9,1016,2,1,10004,L015,1,7700,1,1,,1 COENTIES SLIP,C5-5,,,,,,LM,,,C5-5/LM,,N,RM,4,0,,66 PEARL STREET HOLDI,7780,44097,11254,32843,0,7200,0,4054,0,0,2,1,6,42,43,106,74.42,106,36,,0,Y,5,5,1741500,5461200,0,0,1920,,0,0,,,5.67,10,15,15,1,1000077501,735,9,981261,195554,12b,,101S002,10101,,1000070023,12/12/90,1,16v1
28,MN,7,7502,101,9,1016,2,1,10004,L015,1,7700,1,1,,32 WATER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,RM,4,0,,,3095,14894,5087,9807,0,5087,0,0,0,0,2,1,4.5,1,2,29.42,106.58,30,107,,0,Y,4,5,467510,1587551,0,7200,1920,,1996,0,,,4.81,10,15,15,1,1000077502,1695,9,981212,195537,12b,,101S002,10101,,1000070026,6/8/07,1,16v1
29,MN,8,39,101,9,1015,2,1,10004,L015,1,7700,1,1,,32 PEARL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,H9,5,0,P,HHLP PEARL STREET ASS,5598,46724,0,0,0,0,0,0,0,0,2,1,7.5,0,1,78.92,57.15,78,57,,3,Y,3,2,1035000,6046650,0,0,1950,E,2009,2009,,,8.35,10,15,15,1,1000080039,0,9,980840,195442,12b,,101S001,10101,,0,,1,16v1
30,MN,8,44,101,9,1015,2,1,10004,L015,1,7700,1,1,,102 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,U4,7,0,P,VERIZON NEW YORK INC,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,111.42,138.08,0,0,,0,Y,3,5,0,0,0,0,0,,0,0,,,0,10,15,15,1,1000080044,0,9,980948,195451,12b,,101S001,10101,,0,,1,16v1
31,MN,8,51,101,9,1015,2,1,10004,L015,1,7700,1,1,,6 WATER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,H2,5,0,P,AI IV LLC,3889,103453,0,0,0,0,0,0,0,0,2,2,29,0,1,75.5,51.65,75,52,,3,Y,3,2,1754100,2684142,0,0,2015,,0,0,,,26.6,10,15,15,1,1000080051,0,9,980858,195388,12b,,101S001,10101,,0,,1,16v1
32,MN,8,7501,101,9,1014,2,1,10004,L015,1,7700,,1,,39 WHITEHALL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,RM,4,0,,NEW YORK PLAZA RESIDE,9053,169061,42641,126420,0,42641,0,0,0,0,2,1,19,97,98,108,91.58,106,91,,1,Y,0,5,3528000,16020450,0,9048276,1985,,2007,2007,,,18.67,10,15,15,1,1000087501,1822,9,980734,195375,12b,,101S001,10101,,1000080032,1/9/08,1,16v1
33,MN,9,1,101,9,1013,2,1,10004,L015,1,7700,1,1,,34 WHITEHALL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,ONE STATE STREET LLC,29481,845018,845018,0,839651,5367,0,0,0,0,2,1,32,0,9,211.33,162.17,210,146,,1,Y,3,2,23895000,138236850,0,0,1970,,1988,2002,,,28.66,10,15,15,1,1000090001,0,9,980562,195311,12b,,101S001,10101,,0,,1,16v1
34,MN,9,7,101,9,1013,2,1,10004,L015,1,7700,1,1,,7 STATE STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,M1,8,0,,THE MISSION OF OUR LA,6037,8685,8685,0,0,0,0,0,0,8685,2,1,4.5,0,1,60.75,105.75,60,105,,2,Y,5,1,1683000,2866050,1340389,2286829,1954,,1965,0,,JAMES WATSON HOUSE,1.44,10,15,15,1,1000090007,0,9,980457,195256,12b,,101S001,10101,,0,,1,16v1
35,MN,9,14,101,9,1013,2,1,10004,L015,1,7700,1,1,,17 STATE STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,17 STATE OWNER LLC,23080,544015,544015,0,542515,0,0,1500,0,0,2,1,42,0,0,227.83,176,176,118,,1,Y,3,2,14670000,59250600,0,0,1987,,1985,0,,,23.57,10,15,15,1,1000090014,0,9,980402,195359,12b,,101S001,10101,,1000090023,12/26/85,1,16v1
36,MN,9,29,101,9,1008,2,1,10004,L015,1,7700,1,1,,24 WHITEHALL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,STATE WHITEHALL CO,39985,896956,896956,0,864078,2878,30000,0,0,0,2,1,35,0,9,133.92,284.42,131,316,,1,Y,1,2,35280000,67492800,0,0,1971,,0,0,,,22.43,10,15,15,1,1000090029,0,9,980443,195525,12b,,101S001,10101,,0,,1,16v1
37,MN,10,1,101,9,1009,2,1,10004,L015,1,7700,1,1,,100 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O2,5,0,,FRANKLIN BH LLC,8671,24484,24484,0,24484,0,0,0,0,0,2,1,2,0,1,22.08,191.75,22,191,,2,Y,3,2,607500,2714400,0,0,1963,,0,0,,,2.82,10,15,15,1,1000100001,0,9,980884,195568,12b,,101S001,10101,,0,,1,16v1
38,MN,10,14,101,9,1009,2,1,10004,L015,1,7700,1,1,,33 WHITEHALL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,BROAD FINANCIAL CENTE,13214,365792,365792,0,365792,0,0,0,0,0,2,1,30,0,15,81.92,161.17,58,160,,1,Y,3,2,7875000,37711350,0,0,1986,,2003,2004,,,27.68,10,15,15,1,1000100014,0,9,980734,195538,12b,,101S001,10101,,0,,1,16v1
39,MN,10,15,101,9,1009,2,1,10004,L015,1,7700,1,1,,27 WHITEHALL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O6,5,0,,MSA TWINS LTD.,2077,14829,14829,0,10829,4000,0,0,0,0,2,1,7,0,1,32.67,58,33,62,,0,Y,3,5,406800,1678500,0,0,1921,,1982,0,,,7.14,10,15,15,1,1000100015,0,9,980679,195577,12b,,101S001,10101,,0,,1,16v1
40,MN,10,16,101,9,1026,2,1,10004,L015,1,7700,1,1,,90 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,"BROAD STREET PLAZA, L",15445,336025,336025,0,317613,18412,0,0,0,0,2,1,24,0,64,121.33,131.75,121,123,,1,Y,3,2,6930000,27268650,0,0,1930,,1988,0,,,21.76,10,15,15,1,1000100016,0,9,980936,195692,12b,,101S001,10101,,0,,1,16v1
41,MN,10,19,101,9,1026,2,1,10004,L015,1,7700,1,1,,25 BRIDGE STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K2,5,0,,JMW RESTAURANT CORP,1583,7403,7403,0,0,4491,0,2912,0,0,2,1,5,0,1,23.92,66,24,66,,2,Y,5,2,312300,734850,0,0,1910,E,1979,0,,,4.68,10,15,15,1,1000100019,0,9,980819,195662,12b,,101S001,10101,,0,,1,16v1
42,MN,10,23,101,9,1026,2,1,10004,L015,1,7700,1,1,,1 WHITEHALL STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,ONE WHITEHALL L P,18729,321994,321994,0,307948,14046,0,0,0,0,2,1,21,0,20,121.75,167.25,122,162,,2,Y,3,2,7200000,24878700,0,0,1962,,1989,0,,,17.19,10,15,15,1,1000100023,0,9,980713,195693,12b,,101S001,10101,,0,,1,16v1
43,MN,10,32,101,9,1026,2,1,10004,L015,1,7700,1,1,,6 STONE STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K4,4,0,,6 STONE STREET LLC,1932,9075,5601,3474,0,5601,0,0,0,0,2,1,5,2,6,24.5,77.83,24,80,,3,Y,5,2,380250,941400,0,0,1910,E,0,0,,,4.7,10,15,15,1,1000100032,0,9,980790,195721,12b,,101S001,10101,,0,,1,16v1
44,MN,10,33,101,9,1026,2,1,10004,L015,1,7700,1,1,,8 STONE STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,H2,5,0,,LEX STONE STREET L.P.,6834,143730,0,0,0,0,0,0,0,0,2,1,43,0,1,71.5,125,71.12,125,,0,Y,4,2,3690450,37567800,0,0,2007,,0,0,,,21.03,10,15,15,1,1000100033,0,9,980840,195705,12b,,101S001,10101,,0,,1,16v1
45,MN,11,1,101,9,1003,2,1,10004,L015,1,7700,1,1,1A,2 BROADWAY,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,2 BROADWAY GROUND LEA,72130,1529480,1529480,0,1454568,45000,29912,0,0,0,2,1,32,0,30,307.42,382,287,403,,1,Y,3,2,28170000,167409450,28170000,167409450,1958,,1980,1999,,,21.2,10,15,15,1,1000110001,0,9,980691,195953,12b,,101S001,10101,,0,,1,16v1
46,MN,11,7,101,9,1004,2,1,10004,L015,1,7700,1,1,1B,16 BEAVER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O5,5,0,,"SPYROPULOS, JOHN",2613,15678,15678,0,11678,4000,0,0,0,0,2,1,6,0,7,41.08,73.67,38,67,,2,Y,3,2,517500,1090350,0,0,1920,E,0,0,,,6,10,15,15,1,1000110007,0,9,980784,196063,12b,,101S001,10101,,0,,1,16v1
47,MN,11,9,101,9,1004,2,1,10004,L015,1,7700,1,1,1B,18 BEAVER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K4,4,0,,YICK MING YIP REALTYI,1757,8516,6780,1736,0,6780,0,0,0,0,2,1,4,1,2,25.5,68.42,25,68,,3,Y,5,2,347400,714150,0,0,1920,E,1988,0,,,4.85,10,15,15,1,1000110009,0,9,980816,196061,12b,,101S001,10101,,0,,1,16v1
48,MN,11,10,101,9,1004,2,1,10004,L015,1,7700,1,1,1B,20 BEAVER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,S5,4,0,,BEAVER STREET COMMONS,1701,6770,1700,5070,0,1700,0,0,0,0,2,1,4,6,7,26.83,64.75,26,65,,3,Y,5,2,92099,679752,0,0,1900,E,1965,2008,,,3.98,10,15,15,1,1000110010,0,9,980842,196061,12b,,101S001,10101,,0,,1,16v1
49,MN,11,11,101,9,1004,2,1,10004,L015,1,7700,1,1,1B,22 BEAVER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K4,4,0,,VERVELIS INC,1314,6000,6000,0,2400,3600,0,0,0,0,2,1,4,0,5,21.25,61.58,21,61,,3,Y,5,2,205650,922950,0,0,1900,E,1989,0,,,4.57,10,15,15,1,1000110011,0,9,980866,196061,12b,,101S001,10101,,0,,1,16v1
50,MN,11,12,101,9,1004,2,1,10004,L015,1,7700,1,1,1B,24 BEAVER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K4,4,0,,24 BEAVER STREET LLC,1260,5046,3770,1276,0,3770,0,0,0,0,2,1,4,1,4,21.25,59,21,59,,3,Y,5,2,226800,1237950,0,0,1920,E,1960,2004,,,4,10,15,15,1,1000110012,0,9,980889,196060,12b,,101S001,10101,,0,,1,16v1
51,MN,11,14,101,9,1004,2,1,10004,L015,1,7700,1,1,1B,26 BEAVER STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,D4,3,0,,BEAVER TOWERS INC,2907,51387,2300,49087,0,2300,0,0,0,0,2,1,19,20,21,53.42,56.33,53,56,,3,Y,4,2,760500,5978700,61740,61740,1909,,1989,0,,,17.68,10,15,15,1,1000110014,0,9,980926,196059,12b,,101S001,10101,,0,,1,16v1
52,MN,11,15,101,9,1004,2,1,10004,L015,1,7700,1,1,1B,70 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O8,5,0,,WINTA ASSET MANAGEMEN,3060,19478,15218,4260,15218,0,0,0,0,0,2,1,5.5,3,4,44,66.08,43,65,,2,Y,3,0,900000,4468950,0,0,1908,,1989,2007,,AMERICAN BANK NOTE COMPANY OFFICE B,6.37,10,15,15,1,1000110015,0,9,980988,196058,12b,,101S001,10101,,0,,1,16v1
53,MN,11,17,101,9,1003,2,1,10004,L015,1,7700,1,1,,74 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O5,5,0,,SKS BROAD STREET LLC,3287,21216,21216,0,18316,2900,0,0,0,0,2,1,6,0,5,33.75,100.58,33,100,,1,Y,3,2,639000,1723050,0,0,1930,,1973,0,,,6.45,10,15,15,1,1000110017,0,9,980971,195998,12b,,101S001,10101,,0,,1,16v1
54,MN,11,21,101,9,1003,2,1,10004,L015,1,7700,1,1,,80 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,O4,5,0,P,BSD 80 BROAD LLC,13135,361710,361710,0,348615,12000,0,1095,0,0,2,1,35,0,22,131.08,107,131,107,,3,Y,5,1,5895000,23765850,0,0,1935,E,1985,0,,,27.54,10,15,15,1,1000110021,0,9,980964,195876,12b,,101S001,10101,,0,,1,16v1
55,MN,11,26,101,9,1003,2,1,10004,L015,1,7700,1,1,,88 BROAD STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,K4,4,0,,"88 BROAD STREET,",1640,4920,4920,0,0,4920,0,0,0,0,2,1,3,0,2,15.92,94.5,16,95,,3,Y,3,2,332100,634500,0,0,1910,E,0,0,,,3,10,15,15,1,1000110026,0,9,980961,195801,12b,,101S001,10101,,0,,1,16v1
56,MN,11,28,101,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,0,,,0,0,0,0,1,1000110028,0,0,,,12b,,,,,,,3,16v1
57,MN,11,29,101,9,1003,2,1,10004,L015,1,7700,1,1,,11 STONE STREET,C5-5,,,,,,LM,,,C5-5/LM,,N,V1,11,0,,"PREMIER EMERALD, LLC",3623,0,0,0,0,0,0,0,0,0,4,0,0,0,0,44.17,83.17,0,0,,0,Y,5,5,512100,512100,0,0,0,,0,0,,,0,10,15,15,1,1000110029,0,9,980857,195836,12b,,101S001,10101,,0,,1,16v1
